"approval_of_congress_binary","trust_clean","trust_numeric","trust_binary","big_interests_clean","big_interests_numeric","waste_clean","waste_numeric","income_clean","income_category","race_clean","education_clean","education_category","ideology_clean","ideology_numeric","congress_approval_clean","congress_approval_numeric","age_clean","age_category","sex_clean","marital_clean","marital_simple","economy_clean","economy_numeric","elections_responsive_clean","elections_responsive_numeric","social_trust_clean","social_trust_numeric","congress_approval_category","congress_binary","party_clean","party_numeric","state_clean"
2,"Most of the time",2,1,"For benefit of all",2,"Waste a lot",1,25,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Liberal",2,"Disapprove strongly",4,79,"65+","Female","Married: spouse absent","Married","Somewhat better",2,"A good deal",1,"Most of the time",2,NA,2,"Strong Democrat",1,6
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,6,"Under $25,000","White, non-Hispanic",9,"High school graduate","Moderate",4,"Disapprove strongly",4,70,"65+","Female","Separated","Previously married","Much worse",5,"Not much",3,"Never",5,NA,2,"Independent-Democrat",3,26
1,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,20,"$50,000-$99,999","White, non-Hispanic",13,"Bachelor's degree","Slightly liberal",3,"Approve not strongly",2,56,"45-64","Male","Separated","Previously married","Somewhat better",2,"Some",2,"Some of the time",4,"Approve",1,"Independent-Democrat",3,20
1,"About half the time",3,0,"For benefit of all",2,"Waste some",2,14,"$25,000-$49,999","White, non-Hispanic",16,"Graduate degree","Slightly liberal",3,"Approve strongly",1,74,"65+","Female","Married: spouse present","Married","Somewhat better",2,"A good deal",1,"Most of the time",2,"Approve",1,"Strong Democrat",1,6
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,16,"$50,000-$99,999","White, non-Hispanic",14,"Graduate degree","Moderate",4,"Disapprove strongly",4,72,"65+","Female","Widowed","Previously married","Much worse",5,"Not much",3,"Most of the time",2,NA,2,"Independent-Republican",5,21
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,13,"$25,000-$49,999","Native American/Other, non-Hispanic",13,"Bachelor's degree","Slightly conservative",5,"Disapprove strongly",4,29,"18-29","Male","Separated","Previously married","Much worse",5,"Not much",3,"Most of the time",2,NA,2,"Independent-Republican",5,42
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,20,"$50,000-$99,999","White, non-Hispanic",13,"Bachelor's degree","Moderate",4,"Disapprove not strongly",3,26,"18-29","Male","Separated","Previously married","Somewhat worse",4,"Some",2,"Some of the time",4,NA,2,"Not very strong Republican",6,48
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,25,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Slightly conservative",5,"Disapprove not strongly",3,80,"65+","Male","Married: spouse present","Married","Much worse",5,"A good deal",1,"Most of the time",2,NA,2,"Strong Republican",7,21
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,23,"$100,000+","White, non-Hispanic",10,"Some college/Associate","Extremely conservative",7,"Disapprove strongly",4,59,"45-64","Male","Married: spouse present","Married","Much worse",5,"Some",2,"Most of the time",2,NA,2,"Strong Republican",7,26
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,28,"$100,000+","Asian/Pacific Islander, non-Hispanic",14,"Graduate degree","Moderate",4,"Disapprove not strongly",3,39,"30-44","Female","Married: spouse present","Married","About the same",3,"Some",2,"Most of the time",2,NA,2,"Not very strong Democrat",2,39
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,27,"$100,000+","White, non-Hispanic",12,"Some college/Associate","Moderate",4,"Disapprove not strongly",3,45,"45-64","Female","Married: spouse present","Married","Much worse",5,"Not much",3,"Some of the time",4,NA,2,"Independent-Republican",5,37
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,27,"$100,000+","Hispanic",13,"Bachelor's degree","Liberal",2,"Disapprove strongly",4,72,"65+","Male","Married: spouse present","Married","Somewhat better",2,"A good deal",1,"About half the time",3,NA,2,"Strong Democrat",1,25
2,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,26,"$100,000+","White, non-Hispanic",14,"Graduate degree","Liberal",2,"Disapprove strongly",4,72,"65+","Female","Married: spouse present","Married","About the same",3,"Some",2,"About half the time",3,NA,2,"Strong Democrat",1,42
1,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,3,"Under $25,000","White, non-Hispanic",13,"Bachelor's degree",NA,NA,"Approve not strongly",2,80,"65+","Female","Married: spouse absent","Married","About the same",3,"A good deal",1,"Most of the time",2,"Approve",1,"Strong Republican",7,26
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,20,"$50,000-$99,999","Multiple races, non-Hispanic",12,"Some college/Associate","Liberal",2,"Disapprove strongly",4,66,"65+","Female","Separated","Previously married","Somewhat better",2,"Some",2,"Most of the time",2,NA,2,"Independent-Democrat",3,8
1,"Always",1,1,"For benefit of all",2,"Waste some",2,15,"$50,000-$99,999","Hispanic",3,"Less than high school",NA,NA,"Approve not strongly",2,62,"45-64","Male","Married: spouse present","Married","Somewhat better",2,"Some",2,"Always",1,"Approve",1,"Strong Democrat",1,8
2,"About half the time",3,0,"Run by big interests",1,"Waste some",2,25,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Slightly liberal",3,"Disapprove strongly",4,36,"30-44","Male","Married: spouse present","Married","Much better",1,"Not much",3,"Most of the time",2,NA,2,"Not very strong Democrat",2,21
1,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,24,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Slightly liberal",3,"Approve not strongly",2,71,"65+","Female","Married: spouse present","Married","Much worse",5,"Not much",3,"Most of the time",2,"Approve",1,"Independent",4,48
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,14,"$25,000-$49,999","White, non-Hispanic",8,"Less than high school","Conservative",6,"Disapprove not strongly",3,64,"45-64","Male","Married: spouse present","Married","Much worse",5,"Some",2,"Some of the time",4,NA,2,"Strong Republican",7,16
1,"About half the time",3,0,"For benefit of all",2,"Waste some",2,26,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Moderate",4,"Approve strongly",1,45,"45-64","Female","Married: spouse absent","Married","About the same",3,"Some",2,"Most of the time",2,"Approve",1,"Not very strong Democrat",2,51
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,5,"Under $25,000","White, non-Hispanic",12,"Some college/Associate","Moderate",4,"Disapprove strongly",4,29,"18-29","Female","Separated","Previously married","Much worse",5,"Some",2,"About half the time",3,NA,2,"Not very strong Republican",6,NA
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,1,"Under $25,000","Black, non-Hispanic",4,"Less than high school","Extremely liberal",1,"Disapprove strongly",4,34,"30-44","Female","Separated","Previously married","Much worse",5,"Some",2,"Some of the time",4,NA,2,"Strong Republican",7,24
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,12,"$25,000-$49,999","Black, non-Hispanic",9,"High school graduate","Moderate",4,"Disapprove strongly",4,67,"65+","Male","Separated","Previously married","About the same",3,"Some",2,"Some of the time",4,NA,2,"Independent-Democrat",3,29
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,15,"$50,000-$99,999","White, non-Hispanic",9,"High school graduate","Slightly liberal",3,"Disapprove not strongly",3,71,"65+","Female","Married: spouse absent","Married","Much worse",5,"Some",2,"Some of the time",4,NA,2,"Independent-Democrat",3,47
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,23,"$100,000+","Multiple races, non-Hispanic",13,"Bachelor's degree","Conservative",6,"Disapprove not strongly",3,51,"45-64","Female","Married: spouse present","Married","Much worse",5,"Not much",3,"Some of the time",4,NA,2,"Strong Republican",7,12
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,1,"Under $25,000","Multiple races, non-Hispanic",8,"Less than high school","Moderate",4,"Disapprove strongly",4,62,"45-64","Male","Separated","Previously married","Much worse",5,"Some",2,"Some of the time",4,NA,2,"Independent-Republican",5,39
2,"Never",5,0,"Run by big interests",1,"Waste some",2,1,"Under $25,000","White, non-Hispanic",14,"Graduate degree","Liberal",2,"Disapprove not strongly",3,49,"45-64","Female","Married: spouse present","Married","Somewhat worse",4,"Some",2,"Some of the time",4,NA,2,"Strong Democrat",1,25
2,"Most of the time",2,1,"For benefit of all",2,"Waste some",2,1,"Under $25,000","White, non-Hispanic",11,"Some college/Associate","Moderate",4,"Disapprove strongly",4,71,"65+","Male","Married: spouse present","Married","Somewhat better",2,"A good deal",1,"Most of the time",2,NA,2,"Strong Democrat",1,26
1,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,15,"$50,000-$99,999","Black, non-Hispanic",9,"High school graduate","Moderate",4,"Approve not strongly",2,46,"45-64","Female","Widowed","Previously married","About the same",3,"Some",2,"About half the time",3,"Approve",1,"Not very strong Democrat",2,12
1,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,28,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Slightly liberal",3,"Approve not strongly",2,59,"45-64","Male","Married: spouse present","Married","Somewhat better",2,"Some",2,"Most of the time",2,"Approve",1,"Strong Democrat",1,17
1,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,26,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Moderate",4,"Approve not strongly",2,67,"65+","Female","Widowed","Previously married","Much worse",5,"A good deal",1,"About half the time",3,"Approve",1,"Independent-Republican",5,48
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,21,"$50,000-$99,999","White, non-Hispanic",13,"Bachelor's degree","Slightly liberal",3,"Disapprove strongly",4,77,"65+","Female","Widowed","Previously married","Somewhat better",2,"A good deal",1,"Most of the time",2,NA,2,"Strong Democrat",1,8
2,"About half the time",3,0,"For benefit of all",2,"Waste a lot",1,27,"$100,000+","Black, non-Hispanic",14,"Graduate degree","Moderate",4,"Disapprove strongly",4,66,"65+","Male","Married: spouse present","Married","About the same",3,"A good deal",1,"Most of the time",2,NA,2,"Strong Democrat",1,12
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,1,"Under $25,000","Multiple races, non-Hispanic",14,"Graduate degree","Moderate",4,"Disapprove strongly",4,NA,NA,"Male","Married: spouse present","Married","About the same",3,"Some",2,"Some of the time",4,NA,2,"Independent",4,20
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,1,"Under $25,000","Black, non-Hispanic",13,"Bachelor's degree","Slightly conservative",5,"Disapprove strongly",4,53,"45-64","Female","Married: spouse present","Married","Much worse",5,"A good deal",1,"Some of the time",4,NA,2,"Strong Democrat",1,28
2,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,26,"$100,000+","White, non-Hispanic",10,"Some college/Associate",NA,NA,"Disapprove strongly",4,62,"45-64","Male","Married: spouse present","Married","Somewhat better",2,"Not much",3,"Some of the time",4,NA,2,"Strong Democrat",1,17
2,"Most of the time",2,1,"Run by big interests",1,"Waste a lot",1,1,"Under $25,000","White, non-Hispanic",13,"Bachelor's degree",NA,NA,"Disapprove not strongly",3,80,"65+","Male","Widowed","Previously married","About the same",3,"A good deal",1,"Most of the time",2,NA,2,"Independent-Republican",5,45
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,28,"$100,000+","White, non-Hispanic",15,"Graduate degree","Extremely conservative",7,"Disapprove strongly",4,80,"65+","Male","Married: spouse present","Married","Somewhat better",2,"Some",2,"Some of the time",4,NA,2,"Not very strong Republican",6,15
2,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,1,"Under $25,000","White, non-Hispanic",11,"Some college/Associate","Conservative",6,"Disapprove not strongly",3,73,"65+","Male","Married: spouse present","Married","Much worse",5,"Some",2,"About half the time",3,NA,2,"Strong Republican",7,45
1,"Never",5,0,"Run by big interests",1,"Waste a lot",1,24,"$100,000+","Multiple races, non-Hispanic",14,"Graduate degree","Liberal",2,"Approve not strongly",2,53,"45-64","Female","Married: spouse present","Married","Somewhat worse",4,"Some",2,"Most of the time",2,"Approve",1,"Not very strong Democrat",2,40
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,17,"$50,000-$99,999","White, non-Hispanic",7,"Less than high school","Extremely conservative",7,"Disapprove strongly",4,80,"65+","Male","Married: spouse present","Married","Much worse",5,"Some",2,"Most of the time",2,NA,2,"Strong Republican",7,47
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,26,"$100,000+","White, non-Hispanic",14,"Graduate degree","Liberal",2,"Disapprove strongly",4,72,"65+","Female","Widowed","Previously married","Much better",1,"A good deal",1,"About half the time",3,NA,2,"Strong Democrat",1,6
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,21,"$50,000-$99,999","Black, non-Hispanic",10,"Some college/Associate","Slightly liberal",3,"Disapprove strongly",4,30,"30-44","Female","Married: spouse present","Married","About the same",3,"Some",2,"Most of the time",2,NA,2,"Not very strong Democrat",2,13
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,15,"$50,000-$99,999","White, non-Hispanic",9,"High school graduate","Extremely conservative",7,"Disapprove strongly",4,80,"65+","Male","Married: spouse present","Married","Much worse",5,"Not much",3,"About half the time",3,NA,2,"Strong Republican",7,40
1,"About half the time",3,0,"Run by big interests",1,"Waste some",2,9,"$25,000-$49,999","White, non-Hispanic",4,"Less than high school","Slightly liberal",3,"Approve not strongly",2,38,"30-44","Female","Separated","Previously married","About the same",3,"Some",2,"About half the time",3,"Approve",1,"Not very strong Republican",6,32
2,"About half the time",3,0,"Run by big interests",1,"Waste some",2,13,"$25,000-$49,999","Hispanic",10,"Some college/Associate",NA,NA,"Disapprove not strongly",3,50,"45-64","Female","Widowed","Previously married","Somewhat worse",4,"Some",2,"About half the time",3,NA,2,"Strong Republican",7,NA
2,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,24,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Slightly liberal",3,"Disapprove strongly",4,76,"65+","Female","Married: spouse present","Married","Somewhat better",2,"Some",2,"About half the time",3,NA,2,"Independent-Democrat",3,33
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,19,"$50,000-$99,999","White, non-Hispanic",9,"High school graduate",NA,NA,"Disapprove strongly",4,53,"45-64","Female","Married: spouse present","Married","Much worse",5,"Some",2,"Some of the time",4,NA,2,"Independent",4,25
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,21,"$50,000-$99,999","White, non-Hispanic",13,"Bachelor's degree","Conservative",6,"Disapprove not strongly",3,55,"45-64","Female","Married: spouse absent","Married","Much worse",5,"Some",2,"About half the time",3,NA,2,"Independent-Republican",5,34
2,"Some of the time",4,0,NA,NA,"Waste a lot",1,28,"$100,000+","White, non-Hispanic",15,"Graduate degree","Slightly liberal",3,"Disapprove strongly",4,73,"65+","Male","Separated","Previously married","Much better",1,"Some",2,"Most of the time",2,NA,2,"Independent-Democrat",3,12
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,24,"$100,000+","Asian/Pacific Islander, non-Hispanic",14,"Graduate degree","Liberal",2,"Disapprove strongly",4,33,"30-44","Female","Married: spouse present","Married","Much worse",5,"Some",2,"About half the time",3,NA,2,"Not very strong Democrat",2,6
2,"Most of the time",2,1,"For benefit of all",2,"Waste some",2,23,"$100,000+","Black, non-Hispanic",11,"Some college/Associate",NA,NA,"Disapprove strongly",4,71,"65+","Female","Married: spouse present","Married","About the same",3,"A good deal",1,"Some of the time",4,NA,2,"Not very strong Democrat",2,12
